drugname,ADR_Count,indi_pt,Severe_Outcome_Rate,ADR_Rate
PAROXETINE HYDROCHLORIDE,132,"OBSESSIVE-COMPULSIVE DISORDER, ILL-DEFINED DISORDER, MAJOR DEPRESSION",0.18181818181818182,2.4372846949784363e-05
OXYNORM,132,"PRODUCT USED FOR UNKNOWN INDICATION, LUNG SQUAMOUS CELL CARCINOMA METASTATIC, ABDOMINAL PAIN",0.45454545454545453,2.4372846949784363e-05
ORGARAN,132,"HEPARIN-INDUCED THROMBOCYTOPENIA, ANTICOAGULANT THERAPY, CEREBRAL ISCHAEMIA",0.23484848484848486,2.4372846949784363e-05
ADENURIC,132,"GOUT, DRUG USE FOR UNKNOWN INDICATION, HYPERURICEMIA",0.29545454545454547,2.4372846949784363e-05
THEOPHYLLINE,132,"ASTHMA, PRODUCT USED FOR UNKNOWN INDICATION, CHRONIC OBSTRUCTIVE PULMONARY DISEASE",0.36363636363636365,2.4372846949784363e-05
CELSENTRI,132,"HIV INFECTION, PRODUCT USED FOR UNKNOWN INDICATION, PNEUMOCYSTIS JIROVECI PNEUMONIA",0.015151515151515152,2.4372846949784363e-05
BORTEZOMIB,131,"MULTIPLE MYELOMA, CHRONIC LYMPHOCYTIC LEUKEMIA, SMALL CELL LYMPHOCYTIC LYMPHOMA",0.06870229007633588,2.4188204169861755e-05
CALPOL,131,"PRODUCT USED FOR UNKNOWN INDICATION, SLEEP DISORDER THERAPY, HEADACHE",0.0916030534351145,2.4188204169861755e-05
"OLMETEC HCT (HYDROCHLOROTHIAZIDE, OLMESARTAN MEDOXOMIL) (TABLET) (HYDROCHLOROTHIAZIDE, OLMESARTAN MEDOXOMIL)",131,"HYPERTENSION, BLOOD PRESSURE, BLOOD PRESSURE HIGH",0.022900763358778626,2.4188204169861755e-05
SOLIFENACIN,131,"URINARY TRACT DISORDER, HYPERTONIC BLADDER, OVERACTIVE BLADDER",0.10687022900763359,2.4188204169861755e-05
DEPAKINE TABLETS,131,"MATERNAL EXPOSURE TIMING UNSPECIFIED, EPILEPSY, BIPOLAR DISORDER",0.061068702290076333,2.4188204169861755e-05
BENICAR HCT,131,"HYPERTENSION, LUPUS VULGARIS, REFRACTORY HYPERTENSION",0.007633587786259542,2.4188204169861755e-05
ALLOPURINOL (UNKNOWN),131,"PRODUCT USED FOR UNKNOWN INDICATION, GOUT, CHRONIC MYELOID LEUKAEMIA",0.04580152671755725,2.4188204169861755e-05
INSULIN GLARGINE,131,"TYPE 2 DIABETES MELLITUS, TYPE I DIABETES MELLITUS, HYPERKALAEMIA",0.06870229007633588,2.4188204169861755e-05
EPIPEN,131,"HYPERSENSITIVITY, DEPRESSION, ANXIETY",0.03816793893129771,2.4188204169861755e-05
RENVELA,130,"RENAL FAILURE CHRONIC, HYPERPHOSPHATAEMIA, BLOOD PHOSPHORUS",0.15384615384615385,2.4003561389939147e-05
ERLOTINIB,130,"LUNG NEOPLASM MALIGNANT, NON-SMALL CELL LUNG CANCER, LUNG CANCER METASTATIC",0.13076923076923078,2.4003561389939147e-05
TERIPARATIDE,130,"OSTEOPOROSIS, BACK PAIN, HYPERTENSION",0.2,2.4003561389939147e-05
GEMCITABINE (GEMCITABINE),130,"DRUG USE FOR UNKNOWN INDICATION, LUNG CANCER, TRANSITIONAL CELL CARCINOMA",0.26153846153846155,2.4003561389939147e-05
VELMETIA,129,"TYPE 2 DIABETES MELLITUS, HYPERTENSION, HYPERCHOLESTEROLAEMIA",0.0,2.381891861001654e-05
ESTRADIOL,129,"HORMONE REPLACEMENT THERAPY, HYPOTHYROIDISM, MENOPAUSE",0.023255813953488372,2.381891861001654e-05
CIPROFLOXACIN ER,128,"PRODUCT USED FOR UNKNOWN INDICATION, URINARY TRACT INFECTION, ACROMEGALY",0.1875,2.3634275830093928e-05
BENADRYL ALLERGY,128,"LACRIMATION INCREASED, RHINORRHOEA, DIABETES MELLITUS",0.0,2.3634275830093928e-05
NABILONE,128,PAIN,0.0,2.3634275830093928e-05
FENTANYL PATCH 25 MCG/HR (NO PREF. NAME),128,"BURSITIS, NEUROPATHIC PAIN, PAIN",0.0,2.3634275830093928e-05
PANALDINE,128,"ANGINA PECTORIS, DRUG USE FOR UNKNOWN INDICATION",0.5,2.3634275830093928e-05
ANAFRANIL CAPSULES,128,"OBSESSIVE-COMPULSIVE DISORDER, SUBSTANCE USE, GOITRE",0.0,2.3634275830093928e-05
VENOFER,128,"ANAEMIA, CHRONIC KIDNEY DISEASE, IRON DEFICIENCY ANEMIA",0.0,2.3634275830093928e-05
NOVOLIN N,127,"TYPE 2 DIABETES MELLITUS, HYPERCHOLESTEROLAEMIA, HYPERTENSION",0.0,2.344963305017132e-05
ERGENYL,127,"EPILEPSY, PRODUCT USED FOR UNKNOWN INDICATION, IMMUNISATION",0.0,2.344963305017132e-05
VESANOID,127,"ACUTE PROMYELOCYTIC LEUKAEMIA, PRODUCT USED FOR UNKNOWN INDICATION, PROPHYLAXIS",0.023622047244094488,2.344963305017132e-05
REOPRO,127,"PRODUCT USED FOR UNKNOWN INDICATION, ANGIOPLASTY, ACUTE CORONARY SYNDROME",0.1889763779527559,2.344963305017132e-05
FIORICET 50/325/40 (WATSON LABORATORIES),126,"HEADACHE, PRODUCT USED FOR UNKNOWN INDICATION, MULTIPLE SCLEROSIS",0.0,2.3264990270248712e-05
CEFUROXIME SODIUM,126,"URINARY TRACT INFECTION, CALCULUS URINARY, POSTOPERATIVE CARE",0.07936507936507936,2.3264990270248712e-05
ZEGERID OTC CAPSULES,126,"PRODUCT USED FOR UNKNOWN INDICATION, MEDICAL OBSERVATION, GASTROOESOPHAGEAL REFLUX DISEASE",0.0,2.3264990270248712e-05
ASENAPINE MALEATE-BIPOLAR DISORDER,126,"BIPOLAR I DISORDER, ANXIETY, HYPOTHYROIDISM",0.0,2.3264990270248712e-05
CANGRELOR,126,"PERCUTANEOUS CORONARY INTERVENTION, CORONARY THROMBOSIS",0.3333333333333333,2.3264990270248712e-05
TRAVATAN,126,"GLAUCOMA, INTRAOCULAR PRESSURE INCREASED, NORMAL TENSION GLAUCOMA",0.031746031746031744,2.3264990270248712e-05
CIPRALEX,126,"DEPRESSION, HYPERTENSION, HERPES SIMPLEX",0.0,2.3264990270248712e-05
LEVOCETIRIZINE,125,"ALLERGIC RHINITIS, FOOD ALLERGY, ANXIETY",0.0,2.3080347490326104e-05
ECALTA,125,"FUNGAL INFECTION, HYPERTENSION, CONSTIPATION",0.008,2.3080347490326104e-05
PRONUTRIENTS PROBIOTICS,125,"DYSPEPSIA, STAPHYLOCOCCAL INFECTION, THYROID DISORDER",0.0,2.3080347490326104e-05
ACETAMINOPHEN 500MG 917,124,"SORE THROAT, CHRONIC PAIN, PAIN",0.0,2.2895704710403493e-05
CABERGOLINE,124,"RESTLESS LEGS SYNDROME, PROLACTINOMA, PITUITARY TUMOUR BENIGN",0.06451612903225806,2.2895704710403493e-05
CEFDINIR,124,"BRONCHITIS, SINUSITIS, EAR INFECTION NOS",0.1935483870967742,2.2895704710403493e-05
LIDOCAINE,124,"VENTRICULAR ARRHYTHMIA, SKIN CANCER, LOCAL ANAESTHESIA",0.016129032258064516,2.2895704710403493e-05
DECITABINE (DECITABINE) LYOPHILIZED POWDER,124,MYELODYSPLASTIC SYNDROME,0.4838709677419355,2.2895704710403493e-05
SEREVENT DISKUS,124,"PRODUCT USED FOR UNKNOWN INDICATION, CHRONIC OBSTRUCTIVE PULMONARY DISEASE, FIBROMYALGIA",0.008064516129032258,2.2895704710403493e-05
"SENDOXAN 1000 MG PULVER TIL INJEKSJONSV?SKE, OPPL?SNING",124,"WEGENER'S GRANULOMATOSIS, WEGENERS GRANULOMATOSIS, BREAST CANCER",0.024193548387096774,2.2895704710403493e-05
OXYBUTYNIN,123,"URGE INCONTINENCE, VULVOVAGINAL DISCOMFORT, VULVOVAGINAL DRYNESS",0.2926829268292683,2.2711061930480885e-05
CLIMARA PRO,123,"HOT FLUSH, POSTMENOPAUSE, HOT FLASHES",0.0,2.2711061930480885e-05
ARIPIPRAZOLE IM DEPOT,123,"SCHIZOPHRENIA, TREMOR",0.0,2.2711061930480885e-05
NITROSTAT,122,"CHEST PAIN, CARDIAC DISORDER, EYE OPERATION",0.01639344262295082,2.2526419150558277e-05
ZEMPLAR INJECTION,122,"HYPERPARATHYROIDISM SECONDARY, PRODUCT USED FOR UNKNOWN INDICATION, HYPERPHOSPHATAEMIA",0.01639344262295082,2.2526419150558277e-05
TAZOCEL,122,"RESPIRATORY TRACT INFECTION, COPD EXACERBATION, BRAIN CANCER METASTATIC",0.0,2.2526419150558277e-05
CEFTRIAXONE SODIUM,122,"SEPSIS, PYELONEPHRITIS, TRACHEOBRONCHITIS",0.16393442622950818,2.2526419150558277e-05
HALOPERIDOL LACTATE,122,"MANIC EPISODE, SCHIZOPHRENIA, DELIRIUM",0.09836065573770492,2.2526419150558277e-05
PERPHENAZINE,121,"BIPOLAR DISORDER, DEPRESSION, ANXIETY",0.0,2.234177637063567e-05
RANEXA,121,"MYOCARDIAL ISCHAEMIA, ATRIAL FIBRILLATION, DYSLIPIDAEMIA",0.0743801652892562,2.234177637063567e-05
DUODOPA,121,"PARKINSON'S DISEASE, HYPERTENSION, GASTRITIS PROPHYLAXIS",0.03305785123966942,2.234177637063567e-05
VIVELLE,121,"HORMONE REPLACEMENT THERAPY, BLADDER DISCOMFORT, ANXIETY",0.0,2.234177637063567e-05
SOLU-CORTEF,120,"CROHN'S DISEASE, ORGANISING PNEUMONIA, PREMEDICATION",0.025,2.2157133590713058e-05
ETOPOPHOS,120,"MYELOPROLIFERATIVE DISORDER, BONE MARROW TRANSPLANT REJECTION, LYMPHOCYTIC LEUKAEMIA",0.0,2.2157133590713058e-05
NATALIZUMAB,120,"MULTIPLE SCLEROSIS, VAGINITIS BACTERIAL, ANXIETY",0.0,2.2157133590713058e-05
GLUCOTROL XL,120,"TYPE 2 DIABETES MELLITUS, HYPERTENSION, HYPERSENSITIVITY",0.008333333333333333,2.2157133590713058e-05
BLINDED ENZALUTAMIDE,120,"PROSTATE CANCER METASTATIC, CARDIAC DISORDER, HYPERTENSION",0.0,2.2157133590713058e-05
SEDACORON,120,"ARRHYTHMIA PROPHYLAXIS, CARDIAC FAILURE, HYPERCHOLESTEROLAEMIA",0.0,2.2157133590713058e-05
BUSPAR,120,"ANXIETY, PSORIATIC ARTHROPATHY, SCLERITIS",0.0,2.2157133590713058e-05
CLOFARABINE,120,"PRODUCT USED FOR UNKNOWN INDICATION, DIABETES MELLITUS, PAIN PROPHYLAXIS",0.36666666666666664,2.2157133590713058e-05
MIDAZOLAM,120,"SEDATION, PRODUCT USED FOR UNKNOWN INDICATION, HYPERTENSION",0.10833333333333334,2.2157133590713058e-05
BIMATOPROST,119,"GLAUCOMA, CENTRAL RETINAL VEIN OCCLUSION, GOUT",0.008403361344537815,2.197249081079045e-05
TRIAMTERENE,119,"OEDEMA, HYPERTENSION, ARTHRALGIA",0.0,2.197249081079045e-05
ACZONE,119,"FOLLICULITIS, DRUG USE FOR UNKNOWN INDICATION, ACNE",0.0,2.197249081079045e-05
MEZAVANT,118,"COLITIS ULCERATIVE, CROHN'S DISEASE, PROCTOCOLITIS",0.01694915254237288,2.1787848030867842e-05
NORDITROPIN SIMPLEXX,118,"SILVER-RUSSELL SYNDROME, HYPOTHYROIDISM, SMALL FOR DATES BABY",0.0,2.1787848030867842e-05
ADRENALINE,118,"BRONCHOSPASM, LOCAL ANESTHETIC",0.01694915254237288,2.1787848030867842e-05
ATROVENT INHALATION AEROSOL HFA,118,"ASTHMA, HYPERSENSITIVITY, GASTROOESOPHAGEAL REFLUX DISEASE",0.0,2.1787848030867842e-05
CYSTAGON CAPSULES,118,"AMINO ACID METABOLISM DISORDER, CYSTINOSIS, GASTROSTOMY",0.9152542372881356,2.1787848030867842e-05
TOPIMAX,118,"MIGRAINE PROPHYLAXIS, GASTRITIS, HYPERTENSION",0.0,2.1787848030867842e-05
HEPARIN SODIUM,118,"ANTICOAGULANT THERAPY, RENAL ARTERY STENT PLACEMENT, PAIN",0.2711864406779661,2.1787848030867842e-05
MOPRAL,118,"PROPHYLAXIS AGAINST GASTROINTESTINAL ULCER, BACK PAIN, SCIATICA",0.05084745762711865,2.1787848030867842e-05
PEGINTERFERON,117,HEPATITIS C,0.0,2.1603205250945234e-05
HYDROMORPHONE,117,"BACK PAIN, PAIN, HIP REPLACEMENT",0.18803418803418803,2.1603205250945234e-05
ISOSORBIDE MONONITRATE,117,"ANGINA PECTORIS, ACUTE CORONARY SYNDROME, THROMBOSIS PROPHYLAXIS",0.0,2.1603205250945234e-05
GENOTROPIN KABIVIAL,117,"PANHYPOPITUITARISM, THYROID DISORDER, PRIMARY HYPOTHYROIDISM",0.0,2.1603205250945234e-05
BISOPROLOL FUMARATE,117,"HYPERTENSION, HYPERLIPIDAEMIA, ACUTE MYOCARDIAL INFARCTION",0.0,2.1603205250945234e-05
AMITRIPTYLINE HCL,116,"PRODUCT USED FOR UNKNOWN INDICATION, MIGRAINE, HEADACHE",0.0,2.1418562471022623e-05
DONEPEZIL HYDROCHLORIDE,116,"DRUG USE FOR UNAPPROVED INDICATION, DEMENTIA ALZHEIMER'S TYPE, VASCULAR DEMENTIA",0.008620689655172414,2.1418562471022623e-05
GLYBURIDE,116,"DRUG USE FOR UNKNOWN INDICATION, TYPE II DIABETES MELLITUS, GOUT",0.017241379310344827,2.1418562471022623e-05
PIPERACILLIN / TAZOBACTAM,116,"PNEUMONIA, GASTRITIS, GANGRENE",0.0,2.1418562471022623e-05
AGALSIDASE ALFA,116,"FABRY'S DISEASE, ANALGESIC THERAPY, CARDIAC DISORDER",0.0,2.1418562471022623e-05
ROSUVASTATIN,116,"DYSLIPIDAEMIA, HYPERCHOLESTEROLAEMIA, HYPERLIPASAEMIA",0.0,2.1418562471022623e-05
ORTHO EVRA,116,"PRODUCT USED FOR UNKNOWN INDICATION, BACK PAIN, CONTRACEPTION",0.25,2.1418562471022623e-05
COAPROVEL,115,"HYPERTENSION, HYPERCHOLESTEROLAEMIA, DEEP VEIN THROMBOSIS",0.0,2.1233919691100015e-05
ACCUPRIL,115,"HYPERTENSION, HYPERTHYROIDISM, DIABETES MELLITUS",0.017391304347826087,2.1233919691100015e-05
ZELDOX,115,"SCHIZOPHRENIA, SLEEP DISTURBANCE, PSYCHOTIC DISORDER",0.12173913043478261,2.1233919691100015e-05
SOM230,115,"DIABETES MELLITUS, PROPHYLAXIS, HYPERTENSION",0.21739130434782608,2.1233919691100015e-05
SANDOSTATIN (OCTREOTIDE ACETATE),115,"CARCINOID SYNDROME, CARCINOID TUMOUR, HYPERTENSION",0.06086956521739131,2.1233919691100015e-05
HYDROCORTISONE,114,"ADRENALECTOMY, OVARIAN CANCER, HYPOTHYROIDISM",0.08771929824561403,2.1049276911177407e-05
PLENDIL,114,"CEREBRAL INFARCTION, HYPERTENSION, CEREBRAL THROMBOSIS",0.0,2.1049276911177407e-05
BENADRYL ALLERGY KAPGELS,114,"SLEEP DISORDER THERAPY, PRURITUS, ARTHROPOD BITE",0.017543859649122806,2.1049276911177407e-05
LANSOPRAZOLE (LANSOPRAZOLE),114,"HIATUS HERNIA, DRUG USE FOR UNKNOWN INDICATION, GASTRIC ULCER PROPHYLAXIS",0.14035087719298245,2.1049276911177407e-05
DANAZOL,114,"THROMBOCYTOPENIA, HEMOLYSIS, ANGIOEDEMA",0.14035087719298245,2.1049276911177407e-05
OCTREOTIDE,114,"GASTROINTESTINAL HAEMORRHAGE, SHORT-BOWEL SYNDROME, URINARY TRACT INFECTION",0.14912280701754385,2.1049276911177407e-05
IPREN,113,"PYREXIA, ARTHRITIS, ANAL INJURY",0.21238938053097345,2.08646341312548e-05
BENTYL,113,"STOMACH CRAMPS, STOMACH VIRUS, ABDOMINAL PAIN",0.0,2.08646341312548e-05
CLARITIN LIQUIGELS,113,"SEASONAL ALLERGY, PRODUCT USED FOR UNKNOWN INDICATION, HYPERSENSITIVITY",0.0,2.08646341312548e-05
IBANDRONATE SODIUM TABLETS,113,"OSTEOPOROSIS, ANXIETY, BONE PAIN",0.0,2.08646341312548e-05
EYLEA,113,"MACULAR DEGENERATION, AGE-RELATED MACULAR DEGENERATION, EXUDATIVE SENILE MACULAR DEGENERATION OF RETINA",0.008849557522123894,2.08646341312548e-05
BOSULIF,113,"ACUTE PROMYELOCYTIC LEUKAEMIA, HYPERTENSION, BLOOD CHOLESTEROL INCREASED",0.017699115044247787,2.08646341312548e-05
VIVITROL,113,"OPIOID TYPE DEPENDENCE, ALCOHOLISM, DRUG DEPENDENCE",0.12389380530973451,2.08646341312548e-05
BLINDED PERTUZUMAB,113,"BREAST CANCER, PRODUCT USED FOR UNKNOWN INDICATION",0.0,2.08646341312548e-05
BUMETANIDE,113,"CONGESTIVE HEART FAILURE, PNEUMONIA, PULMONARY EMBOLISM",0.3893805309734513,2.08646341312548e-05
PANTOZOL,113,"HELICOBACTER INFECTION, HEARTBURN, ACNE",0.0,2.08646341312548e-05
PAMIDRONATE DISODIUM,113,"HYPERCALCAEMIA, PRODUCT USED FOR UNKNOWN INDICATION, MULTIPLE MYELOMA",0.0,2.08646341312548e-05
REUMOFAN,113,"BACK PAIN, ARTHRITIS, HAND PAIN",0.0,2.08646341312548e-05
NAVELBINE,112,"METASTATIC BREAST CANCER, BREAST CANCER, LUNG CANCER",0.16964285714285715,2.0679991351332188e-05
PROPOXYPHENE HYDROCHLORIDE/ACETAMINOPHEN,112,"PAIN MANAGEMENT, ANALGESIA, PAIN",0.5,2.0679991351332188e-05
BLINDED INSULIN,112,"TYPE 2 DIABETES MELLITUS, CARDIAC FAILURE CONGESTIVE, HYPERTENSION",0.0,2.0679991351332188e-05
NUCYNTA IR,112,"MUSCULOSKELETAL PAIN, BACK PAIN, PAIN",0.0,2.0679991351332188e-05
SORAFENIB TOSILATE,112,"METASTATIC RENAL CELL CARCINOMA, HYPERLIPIDAEMIA, RENAL CANCER METASTATIC",0.5,2.0679991351332188e-05
MEPERIDINE HYDROCHLORIDE,112,BACK PAIN,0.0,2.0679991351332188e-05
MST,112,"PAIN, NON-SMALL CELL LUNG CANCER",0.0,2.0679991351332188e-05
HALDOL DECANOATE,112,"PRODUCT USED FOR UNKNOWN INDICATION, PSYCHOTIC DISORDER, VOMITING",0.044642857142857144,2.0679991351332188e-05
ERIBULIN,112,HEAD AND NECK CANCER METASTATIC,0.17857142857142858,2.0679991351332188e-05
MONTELUKAST SODIUM 10MG,112,"ALLERGIC ASTHMA, ALLERGIC RHINITIS",0.0,2.0679991351332188e-05
CONTRAMAL,112,"BURSITIS, PRODUCT USED FOR UNKNOWN INDICATION, PAIN",0.0,2.0679991351332188e-05
THIAMAZOLE,112,"HYPERTHYROIDISM, BASEDOW'S DISEASE, HYPERTENSION",0.25892857142857145,2.0679991351332188e-05
MAALOX ADV MAXIMUM STRENGTH ANTACID/ANTIGAS,111,"GASTROOESOPHAGEAL REFLUX DISEASE, DYSPEPSIA, PARKINSON'S DISEASE",0.05405405405405406,2.049534857140958e-05
PAMIDRONATE,111,"BREAST CANCER METASTATIC, METASTASES TO BONE, PAIN",0.16216216216216217,2.049534857140958e-05
AMOXICILLIN AND CLAVULANATE POTASSIUM,111,"PRODUCT USED FOR UNKNOWN INDICATION, SINUSITIS, URINARY TRACT INFECTION",0.0,2.049534857140958e-05
ELSPAR,111,"PRECURSOR T-LYMPHOBLASTIC LYMPHOMA/LEUKAEMIA, ACUTE LYMPHOCYTIC LEUKAEMIA, B PRECURSOR TYPE ACUTE LEUKAEMIA",0.0,2.049534857140958e-05
FLUOXETINE HYDROCHLORIDE (UNKNOWN),111,"OBSESSIVE-COMPULSIVE DISORDER, DISINHIBITION, PRODUCT USED FOR UNKNOWN INDICATION",0.018018018018018018,2.049534857140958e-05
ASENAPINE MALEATE,111,"BIPOLAR I DISORDER, DEPRESSION, SCHIZOPHRENIA",0.0,2.049534857140958e-05
ADCETRIS (BRENTUXIMAB VEDOTIN) INJECTION,111,"HODGKIN'S LYMPHOMA, GVHD, MYCOSIS FUNGOIDES",0.23423423423423423,2.049534857140958e-05
TRINESSA,111,"CONTRACEPTION, MENSTRUATION IRREGULAR, PRODUCT USED FOR UNKNOWN INDICATION",0.0,2.049534857140958e-05
EX-LAX REG STR CHOCOLATED LAX PCS SEN,110,"BOWEL MOVEMENT IRREGULARITY, PROPHYLAXIS, THROMBOSIS",0.0,2.031070579148697e-05
EUTHYROX,110,"ACCIDENTAL DRUG INTAKE BY CHILD, THYROID DISORDER, DRUG USE FOR UNKNOWN INDICATION",0.0,2.031070579148697e-05
FELODIPINE,110,"HYPERTENSION, IMMUNISATION, PRODUCT USED FOR UNKNOWN INDICATION",0.0,2.031070579148697e-05
FELDENE,110,"ARTHRITIS, GASTRIC DISORDER, CARDIAC DISORDER",0.0,2.031070579148697e-05
ULORIC,110,"GOUTY ARTHRITIS, GOUTY TOPHUS, GOUT",0.0,2.031070579148697e-05
OXYCODONE HYDROCHLORIDE,110,"PRODUCT USED FOR UNKNOWN INDICATION, BACK PAIN, EXPOSURE DURING BREAST FEEDING",0.07272727272727272,2.031070579148697e-05
CYPROTERONE ACETATE,109,"PROSTATE CANCER, HYPERCHOLESTEROLAEMIA, PROPHYLAXIS",0.0,2.012606301156436e-05
ABILIFY TABS 2 MG,109,"AGITATION, DEPRESSION, MAJOR DEPRESSION",0.0,2.012606301156436e-05
"VALSARTAN, AMLODIPINE",109,"HYPERTENSION, DYSLIPIDAEMIA, DIABETES MELLITUS",0.07339449541284404,2.012606301156436e-05
AMLODIPINE BESYLATE,109,"HYPERTENSION, RHEUMATOID ARTHRITIS, PRODUCT USED FOR UNKNOWN INDICATION",0.0,2.012606301156436e-05
SERTRALINE HYDROCHLORIDE TABLETS,109,"DEPRESSION, DRUG USE FOR UNKNOWN INDICATION, CUTANEOUS T-CELL LYMPHOMA",0.0,2.012606301156436e-05
GENOTROPIN MINIQUICK,108,"HYPOPITUITARISM, BLOOD ANTIDIURETIC HORMONE DECREASED, BLOOD THYROID STIMULATING HORMONE DECREASED",0.0,1.9941420231641752e-05
TAKEPRON OD,108,"GASTROOESOPHAGEAL REFLUX DISEASE, HYPERTENSION, FUNCTIONAL GASTROINTESTINAL DISORDER",0.4166666666666667,1.9941420231641752e-05
ZORTRESS,108,"HEART TRANSPLANT, IMMUNOSUPPRESSION, RENAL FAILURE CHRONIC",0.21296296296296297,1.9941420231641752e-05
AXIRON,108,"BLOOD TESTOSTERONE DECREASED, PAIN, DIABETES MELLITUS",0.0,1.9941420231641752e-05
SERTRALINE (SERTRALINE ),108,DEPRESSION,0.0,1.9941420231641752e-05
TACROLIMUS (UNKNOWN),108,"RENAL TRANSPLANT, GRAFT VERSUS HOST DISEASE, IMMUNOSUPPRESSION",0.4537037037037037,1.9941420231641752e-05
CHLORPHENIRAMINE MALEATE,108,"SEASONAL ALLERGY, MULTIPLE SCLEROSIS, DYSURIA",0.0,1.9941420231641752e-05
DAPSONE,108,"PNEUMOCYSTIS CARINII PNEUMONIA, PROPHYLAXIS, PNEUMOCYSTIS PNEUMONIA",0.0,1.9941420231641752e-05
OXYNEO,108,"PRODUCT USED FOR UNKNOWN INDICATION, RHEUMATOID ARTHRITIS, PAIN",0.037037037037037035,1.9941420231641752e-05
PERITONEAL DIALYSIS SOLUTION (LACTATE- G 1.5%),108,"UREMIA, HYPERTENSION, PHOSPHORUS",0.0,1.9941420231641752e-05
LEVEMIR FLEXPEN,107,"PRODUCT USED FOR UNKNOWN INDICATION, TYPE 2 DIABETES MELLITUS, GESTATIONAL DIABETES",0.009345794392523364,1.9756777451719144e-05
MIRENA IUD BAYER,107,BIRTH CONTROL,0.0,1.9756777451719144e-05
PROCARDIA XL,107,"BLOOD PRESSURE ABNORMAL, GLAUCOMA, MACULAR DEGENERATION",0.07476635514018691,1.9756777451719144e-05
GLIBENCLAMIDE,107,"DIABETES MELLITUS, PRODUCT USED FOR UNKNOWN INDICATION, DRUG USE FOR UNKNOWN INDICATION",0.056074766355140186,1.9756777451719144e-05
ZITHROMAC,107,"RESPIRATORY TRACT INFECTION, PNEUMONIA, PERIODONTAL DISEASE",0.0,1.9756777451719144e-05
LUPRON DEPOT 45 MG,107,"PROSTATE CANCER, CARDIOVASCULAR EVENT PROPHYLAXIS, PRODUCT USED FOR UNKNOWN INDICATION",0.0,1.9756777451719144e-05
FLECAINIDE ACETATE,106,"ARRHYTHMIA, PRODUCT USED FOR UNKNOWN INDICATION, ATRIAL FIBRILLATION",0.03773584905660377,1.9572134671796537e-05
OFLOCET,106,"STAPHYLOCOCCAL BACTEREMIA, MYOCARDIAL INFARCT, INFECTED SCAR",0.0,1.9572134671796537e-05
ULTRAVIST 370,106,"COMPUTERISED TOMOGRAM ABDOMEN, COMPUTERISED TOMOGRAM, RENAL CANCER",0.6037735849056604,1.9572134671796537e-05
CLARITIN CHEWABLE TABLETS,106,"SEASONAL ALLERGY, MEDICAL OBSERVATION, PRODUCT USED FOR UNKNOWN INDICATION",0.0,1.9572134671796537e-05
ZYCLARA,105,"ACTINIC KERATOSIS, MOLLUSCUM CONTAGIOSUM, PRODUCT USED FOR UNKNOWN INDICATION",0.009523809523809525,1.9387491891873925e-05
ENTACAPONE,105,PARKINSON'S DISEASE,0.0,1.9387491891873925e-05
"FLUOXETINE ORAL SOLUTION USP, 20MG/5ML (ALPHARMA)",105,"DEPRESSION, ANXIETY DEPRESSION",0.0,1.9387491891873925e-05
TRAZODONE,105,"SLEEP DISORDER THERAPY, INSOMNIA, DELIRIUM",0.02857142857142857,1.9387491891873925e-05
AXEPIM INJ 2 GM,104,OSTEOMYELITIS,0.0,1.9202849111951317e-05
NORVIR TABLETS,104,"MATERNAL EXPOSURE TIMING UNSPECIFIED, ANTIRETROVIRAL THERAPY, PRODUCT USED FOR UNKNOWN INDICATION",0.0,1.9202849111951317e-05
FENOFIBRATE,104,"HYPERTRIGLYCERIDAEMIA, PRODUCT USED FOR UNKNOWN INDICATION, TRIGLYCERIDES HIGH",0.0,1.9202849111951317e-05
AMLODIPINE BESILATE TABLETS,104,"BLOOD PRESSURE INCREASED, FAHR'S DISEASE, RAPID EYE MOVEMENTS SLEEP ABNORMAL",0.0,1.9202849111951317e-05
PHENYTOIN SODIUM EXTENDED CAPSULES USP 100MG,104,"EPILEPSY, CONVULSION",0.019230769230769232,1.9202849111951317e-05
LEVOFLOXACIN (LEVOFLOXACIN),103,"PNEUMONIA, DRUG USE FOR UNKNOWN INDICATION, FEVER",0.0,1.901820633202871e-05
AZULFIDINE,103,"RHEUMATOID ARTHRITIS, RA, ARTHRITIS",0.0,1.901820633202871e-05
"ALLOPURINOL TABLETS, USP",103,"GOUT, CARDIAC DISORDER, BLOOD PRESSURE INCREASED",0.0,1.901820633202871e-05
RITALIN,103,"NARCOLEPSY, HYPERTHYROIDISM, ATTENTION DEFICIT/HYPERACTIVITY DISORDER",0.0,1.901820633202871e-05
ANDROGEL 1%,103,"BLOOD TESTOSTERONE DECREASED, BLOOD CHOLESTEROL INCREASED, PROSTATOMEGALY",0.0,1.901820633202871e-05
DIPHENHYDRAMINE HYDROCHLORIDE,102,"PRODUCT USED FOR UNKNOWN INDICATION, FOOD ALLERGY, NASAL CONGESTION",0.0,1.88335635521061e-05
LOW-OGESTREL,102,"MENSTRUATION IRREGULAR, CONTRACEPTION, PROPHYLAXIS",0.0,1.88335635521061e-05
AMLODIN,102,"HYPERTENSION, OVERDOSE DELIBERATE SELF-INFLICTED, CHRONIC GASTRITIS",0.0,1.88335635521061e-05
GESTONETTE,102,"DYSMENORRHOEA, CONTRACEPTION",0.0,1.88335635521061e-05
